"GEO_ID","NAME","B15002_001E","B15002_001M","B15002_001MA","B15002_001EA","B15002_002E","B15002_002EA","B15002_002M","B15002_002MA","B15002_003E","B15002_003EA","B15002_003M","B15002_003MA","B15002_004E","B15002_004M","B15002_004MA","B15002_004EA","B15002_005E","B15002_005EA","B15002_005M","B15002_005MA","B15002_006E","B15002_006M","B15002_006MA","B15002_006EA","B15002_007E","B15002_007EA","B15002_007M","B15002_007MA","B15002_008E","B15002_008M","B15002_008MA","B15002_008EA","B15002_009E","B15002_009EA","B15002_009M","B15002_009MA","B15002_010E","B15002_010M","B15002_010MA","B15002_010EA","B15002_011E","B15002_011M","B15002_011MA","B15002_011EA","B15002_012E","B15002_012EA","B15002_012M","B15002_012MA","B15002_013E","B15002_013M","B15002_013MA","B15002_013EA","B15002_014E","B15002_014M","B15002_014MA","B15002_014EA","B15002_015E","B15002_015EA","B15002_015M","B15002_015MA","B15002_016E","B15002_016M","B15002_016MA","B15002_016EA","B15002_017E","B15002_017EA","B15002_017M","B15002_017MA","B15002_018E","B15002_018EA","B15002_018M","B15002_018MA","B15002_019E","B15002_019EA","B15002_019M","B15002_019MA","B15002_020E","B15002_020M","B15002_020MA","B15002_020EA","B15002_021E","B15002_021M","B15002_021MA","B15002_021EA","B15002_022E","B15002_022M","B15002_022MA","B15002_022EA","B15002_023E","B15002_023EA","B15002_023M","B15002_023MA","B15002_024E","B15002_024M","B15002_024MA","B15002_024EA","B15002_025E","B15002_025EA","B15002_025M","B15002_025MA","B15002_026E","B15002_026M","B15002_026MA","B15002_026EA","B15002_027E","B15002_027M","B15002_027MA","B15002_027EA","B15002_028E","B15002_028EA","B15002_028M","B15002_028MA","B15002_029E","B15002_029EA","B15002_029M","B15002_029MA","B15002_030E","B15002_030M","B15002_030MA","B15002_030EA","B15002_031E","B15002_031EA","B15002_031M","B15002_031MA","B15002_032E","B15002_032M","B15002_032MA","B15002_032EA","B15002_033E","B15002_033EA","B15002_033M","B15002_033MA","B15002_034E","B15002_034EA","B15002_034M","B15002_034MA","B15002_035E","B15002_035M","B15002_035MA","B15002_035EA",
"0500000US37019","Brunswick County, North Carolina","106425","177","null","null","50233","null","160","null","201","null","75","null","70","64","null","null","393","null","293","null","504","204","null","null","406","null","154","null","622","214","null","null","1029","null","236","null","712","229","null","null","14359","942","null","null","3540","null","458","null","7306","666","null","null","5110","485","null","null","10050","null","713","null","4131","372","null","null","1112","null","279","null","688","null","172","null","56192","null","85","null","238","107","null","null","123","102","null","null","108","85","null","null","544","null","280","null","628","214","null","null","697","null","255","null","721","186","null","null","675","227","null","null","15398","null","859","null","4337","null","404","null","7692","587","null","null","7305","null","582","null","11462","789","null","null","5067","null","501","null","900","null","225","null","297","107","null","null",
"0500000US37021","Buncombe County, North Carolina","197429","212","null","null","93525","null","128","null","1298","null","321","null","173","112","null","null","732","null","275","null","969","339","null","null","1358","null","356","null","1436","409","null","null","1289","null","385","null","1242","285","null","null","22828","1322","null","null","5302","null","605","null","12222","871","null","null","8023","770","null","null","21561","null","1138","null","8899","884","null","null","3914","null","634","null","2279","null","339","null","103904","null","164","null","1512","883","null","null","151","99","null","null","212","142","null","null","1088","null","362","null","1119","315","null","null","1661","null","432","null","1066","247","null","null","753","296","null","null","22581","null","1396","null","5192","null","562","null","12055","845","null","null","9693","null","768","null","28787","1719","null","null","13553","null","995","null","2844","null","528","null","1637","319","null","null",
"0500000US37023","Burke County, North Carolina","64184","255","null","null","31206","null","212","null","843","null","273","null","229","169","null","null","278","null","137","null","896","239","null","null","1012","null","225","null","988","250","null","null","972","null","275","null","765","305","null","null","10715","637","null","null","2250","null","409","null","4045","486","null","null","3086","474","null","null","3177","null","414","null","1244","237","null","null","566","null","159","null","140","null","86","null","32978","null","185","null","890","199","null","null","132","87","null","null","339","132","null","null","602","null","159","null","702","207","null","null","967","null","280","null","729","237","null","null","366","163","null","null","9336","null","684","null","2841","null","544","null","4151","524","null","null","5078","null","586","null","4436","493","null","null","2086","null","323","null","232","null","100","null","91","41","null","null",
"0500000US37025","Cabarrus County, North Carolina","146766","117","null","null","70133","null","125","null","940","null","293","null","537","282","null","null","343","null","160","null","752","204","null","null","1280","null","385","null","1476","423","null","null","1262","null","332","null","911","250","null","null","19097","1228","null","null","4890","null","522","null","9325","1010","null","null","5782","686","null","null","15361","null","901","null","6047","653","null","null","1175","null","273","null","955","null","289","null","76633","null","89","null","909","301","null","null","270","120","null","null","534","210","null","null","545","null","162","null","934","433","null","null","851","null","202","null","1218","387","null","null","918","227","null","null","17979","null","1067","null","5999","null","719","null","11399","939","null","null","7585","null","720","null","17603","987","null","null","8387","null","961","null","917","null","267","null","585","206","null","null",
"0500000US37027","Caldwell County, North Carolina","58127","121","null","null","28400","null","194","null","442","null","144","null","222","178","null","null","301","null","167","null","1071","355","null","null","955","null","205","null","1431","339","null","null","999","null","241","null","763","185","null","null","9843","628","null","null","1975","null","285","null","3886","496","null","null","2365","419","null","null","2632","null","333","null","1028","237","null","null","238","null","138","null","249","null","127","null","29727","null","192","null","443","189","null","null","144","91","null","null","140","90","null","null","1103","null","399","null","595","197","null","null","828","null","256","null","845","220","null","null","481","162","null","null","9230","null","711","null","2625","null","428","null","4018","527","null","null","3777","null","492","null","3926","463","null","null","1347","null","264","null","182","null","72","null","43","41","null","null",
"0500000US37029","Camden County, North Carolina","7201","145","null","null","3493","null","141","null","84","null","69","null","3","6","null","null","50","null","49","null","32","37","null","null","91","null","79","null","75","63","null","null","35","null","46","null","65","51","null","null","1389","240","null","null","356","null","121","null","570","149","null","null","313","154","null","null","348","null","114","null","82","57","null","null","0","null","21","null","0","null","21","null","3708","null","141","null","32","38","null","null","30","27","null","null","9","12","null","null","155","null","106","null","24","37","null","null","15","null","22","null","6","9","null","null","18","22","null","null","850","null","248","null","237","null","95","null","380","140","null","null","666","null","199","null","767","183","null","null","444","null","204","null","4","null","7","null","71","80","null","null",
"0500000US37031","Carteret County, North Carolina","51691","154","null","null","24908","null","125","null","201","null","82","null","11","12","null","null","30","null","26","null","315","108","null","null","510","null","147","null","497","212","null","null","333","null","133","null","475","122","null","null","6201","457","null","null","2369","null","308","null","4262","329","null","null","2326","258","null","null","4429","null","354","null","1835","192","null","null","674","null","175","null","440","null","104","null","26783","null","103","null","140","60","null","null","63","45","null","null","13","13","null","null","241","null","121","null","228","90","null","null","474","null","181","null","356","134","null","null","207","70","null","null","6149","null","475","null","2265","null","295","null","4672","361","null","null","3770","null","376","null","4935","392","null","null","2648","null","291","null","340","null","83","null","282","92","null","null",
"0500000US37033","Caswell County, North Carolina","16670","188","null","null","8390","null","151","null","213","null","114","null","58","48","null","null","180","null","118","null","218","79","null","null","235","null","102","null","412","156","null","null","255","null","103","null","157","128","null","null","3335","336","null","null","310","null","110","null","1208","262","null","null","852","260","null","null","678","null","147","null","144","78","null","null","117","null","83","null","18","null","21","null","8280","null","113","null","91","69","null","null","55","58","null","null","77","65","null","null","93","null","57","null","199","108","null","null","299","null","119","null","295","107","null","null","85","57","null","null","2528","null","331","null","578","null","195","null","1255","240","null","null","1161","null","272","null","925","215","null","null","492","null","169","null","92","null","63","null","55","63","null","null",
"0500000US37035","Catawba County, North Carolina","111117","33","null","null","53737","null","21","null","833","null","171","null","330","150","null","null","470","null","153","null","1115","249","null","null","1263","null","256","null","1655","310","null","null","1472","null","401","null","1170","280","null","null","16352","899","null","null","3181","null","499","null","7406","760","null","null","5999","708","null","null","8630","null","693","null","2273","294","null","null","1043","null","358","null","545","null","131","null","57380","null","25","null","828","180","null","null","256","130","null","null","618","264","null","null","629","null","166","null","919","238","null","null","1117","null","285","null","1462","323","null","null","869","208","null","null","16613","null","916","null","3793","null","441","null","8431","751","null","null","7674","null","624","null","9645","723","null","null","3416","null","445","null","508","null","157","null","602","222","null","null",
"0500000US37037","Chatham County, North Carolina","55274","279","null","null","26286","null","190","null","407","null","174","null","147","109","null","null","397","null","162","null","517","233","null","null","637","null","238","null","812","291","null","null","389","null","225","null","233","97","null","null","5187","631","null","null","753","null","168","null","3062","484","null","null","2438","492","null","null","6086","null","546","null","3171","462","null","null","804","null","197","null","1246","null","272","null","28988","null","219","null","334","166","null","null","135","97","null","null","315","140","null","null","345","null","152","null","342","146","null","null","330","null","141","null","172","69","null","null","306","144","null","null","5664","null","516","null","1817","null","393","null","3443","413","null","null","2227","null","357","null","7361","615","null","null","4418","null","536","null","1009","null","241","null","770","195","null","null",
"0500000US37039","Cherokee County, North Carolina","22046","140","null","null","10720","null","148","null","130","null","97","null","19","33","null","null","8","null","13","null","155","92","null","null","142","null","68","null","423","148","null","null","130","null","72","null","192","102","null","null","3936","415","null","null","750","null","210","null","1830","352","null","null","1197","269","null","null","1156","null","206","null","490","153","null","null","43","null","33","null","119","null","63","null","11326","null","142","null","93","66","null","null","37","33","null","null","89","61","null","null","169","null","88","null","143","85","null","null","76","null","43","null","242","96","null","null","192","104","null","null","3313","null","370","null","677","null","200","null","1451","257","null","null","1682","null","277","null","2026","336","null","null","1041","null","278","null","69","null","50","null","26","22","null","null",
"0500000US37041","Chowan County, North Carolina","10479","216","null","null","4930","null","149","null","7","null","14","null","58","79","null","null","174","null","114","null","107","84","null","null","161","null","141","null","120","99","null","null","137","null","100","null","73","57","null","null","1388","295","null","null","314","null","140","null","809","250","null","null","470","168","null","null","669","null","224","null","238","126","null","null","80","null","68","null","125","null","76","null","5549","null","129","null","23","27","null","null","3","8","null","null","47","31","null","null","104","null","73","null","99","83","null","null","190","null","97","null","276","150","null","null","43","46","null","null","1912","null","296","null","296","null","132","null","626","197","null","null","675","null","246","null","837","176","null","null","377","null","141","null","8","null","17","null","33","42","null","null",
"0500000US37043","Clay County, North Carolina","8419","230","null","null","3965","null","141","null","62","null","53","null","30","43","null","null","0","null","21","null","94","76","null","null","31","null","40","null","191","128","null","null","29","null","28","null","58","68","null","null","1046","228","null","null","248","null","140","null","543","149","null","null","433","173","null","null","822","null","255","null","196","106","null","null","95","null","83","null","87","null","66","null","4454","null","153","null","0","21","null","null","0","21","null","null","23","35","null","null","79","null","68","null","123","103","null","null","130","null","88","null","58","53","null","null","31","33","null","null","1065","null","194","null","86","null","59","null","982","256","null","null","806","null","222","null","506","166","null","null","479","null","138","null","78","null","64","null","8","13","null","null",
"0500000US37045","Cleveland County, North Carolina","68162","84","null","null","32284","null","96","null","400","null","170","null","160","108","null","null","181","null","98","null","795","249","null","null","1060","null","286","null","874","252","null","null","829","null","241","null","560","213","null","null","12514","792","null","null","1667","null","272","null","4656","535","null","null","3361","406","null","null","3171","null","451","null","1486","303","null","null","281","null","114","null","289","null","104","null","35878","null","76","null","487","156","null","null","63","63","null","null","160","134","null","null","577","null","241","null","1061","292","null","null","888","null","253","null","767","222","null","null","443","166","null","null","11255","null","706","null","2068","null","353","null","5584","555","null","null","4865","null","628","null","5010","576","null","null","1911","null","341","null","482","null","185","null","257","129","null","null",
"0500000US37047","Columbus County, North Carolina","36358","116","null","null","17944","null","150","null","418","null","147","null","180","167","null","null","254","null","124","null","351","133","null","null","624","null","193","null","635","227","null","null","693","null","179","null","469","196","null","null","7082","500","null","null","1435","null","262","null","2338","348","null","null","1383","248","null","null","1520","null","275","null","362","137","null","null","87","null","61","null","113","null","61","null","18414","null","118","null","228","133","null","null","53","50","null","null","127","138","null","null","295","null","127","null","363","153","null","null","468","null","192","null","363","121","null","null","280","117","null","null","6193","null","563","null","1738","null","324","null","2910","344","null","null","2366","null","299","null","1939","310","null","null","860","null","162","null","98","null","53","null","133","111","null","null",
"0500000US37049","Craven County, North Carolina","67388","184","null","null","32723","null","206","null","470","null","214","null","212","146","null","null","364","null","219","null","473","256","null","null","425","null","209","null","844","190","null","null","812","null","226","null","394","152","null","null","8896","632","null","null","2780","null","445","null","5988","526","null","null","2856","352","null","null","5080","null","545","null","2287","357","null","null","580","null","161","null","262","null","142","null","34665","null","138","null","249","104","null","null","336","173","null","null","200","96","null","null","350","null","163","null","333","157","null","null","423","null","172","null","482","165","null","null","573","195","null","null","8664","null","667","null","3130","null","409","null","5978","644","null","null","4930","null","552","null","5220","451","null","null","3094","null","493","null","479","null","173","null","224","95","null","null",
"0500000US37051","Cumberland County, North Carolina","206945","60","null","null","97945","null","57","null","764","null","178","null","173","81","null","null","311","null","132","null","1094","205","null","null","1177","null","273","null","1359","264","null","null","2118","null","370","null","1259","261","null","null","27490","1006","null","null","7538","null","612","null","21619","994","null","null","9894","645","null","null","15192","null","854","null","5647","578","null","null","1446","null","235","null","864","null","179","null","109000","null","46","null","1087","231","null","null","185","78","null","null","457","147","null","null","731","null","183","null","1060","231","null","null","1481","null","280","null","1994","286","null","null","1352","223","null","null","27570","null","1041","null","7788","null","609","null","22412","1089","null","null","12458","null","734","null","19796","730","null","null","8289","null","636","null","1439","null","297","null","901","196","null","null",
"0500000US37053","Currituck County, North Carolina","19775","96","null","null","9748","null","98","null","56","null","54","null","0","25","null","null","13","null","20","null","206","95","null","null","111","null","71","null","100","66","null","null","101","null","59","null","155","98","null","null","3352","380","null","null","557","null","145","null","2023","327","null","null","755","187","null","null","1663","null","269","null","550","184","null","null","83","null","52","null","23","null","22","null","10027","null","72","null","71","61","null","null","3","7","null","null","1","2","null","null","80","null","59","null","89","64","null","null","293","null","142","null","76","54","null","null","175","99","null","null","2823","null","348","null","941","null","198","null","1528","266","null","null","1114","null","226","null","1949","300","null","null","760","null","215","null","54","null","41","null","70","74","null","null",
"0500000US37055","Dare County, North Carolina","27537","76","null","null","13510","null","125","null","39","null","45","null","2","6","null","null","41","null","42","null","196","99","null","null","64","null","44","null","61","49","null","null","64","null","46","null","280","143","null","null","3382","378","null","null","826","null","253","null","2572","334","null","null","1226","262","null","null","3187","null","377","null","1083","209","null","null","333","null","99","null","154","null","62","null","14027","null","128","null","43","47","null","null","17","26","null","null","47","50","null","null","76","null","77","null","62","43","null","null","39","null","30","null","172","114","null","null","93","47","null","null","2733","null","350","null","894","null","185","null","2148","354","null","null","1397","null","240","null","4151","448","null","null","1826","null","310","null","194","null","88","null","135","57","null","null",
"0500000US37057","Davidson County, North Carolina","118281","131","null","null","57170","null","62","null","663","null","197","null","181","106","null","null","491","null","170","null","1197","254","null","null","1243","null","337","null","2720","498","null","null","1872","null","449","null","863","185","null","null","20068","955","null","null","4382","null","541","null","7892","806","null","null","5197","529","null","null","7343","null","683","null","2180","347","null","null","532","null","196","null","346","null","140","null","61111","null","107","null","739","233","null","null","53","51","null","null","426","160","null","null","1113","null","259","null","1396","369","null","null","1482","null","330","null","1571","331","null","null","801","264","null","null","18221","null","1105","null","5452","null","623","null","9811","788","null","null","7669","null","848","null","9110","771","null","null","2489","null","332","null","669","null","234","null","109","67","null","null",
"0500000US37059","Davie County, North Carolina","30322","150","null","null","14611","null","140","null","147","null","89","null","68","73","null","null","56","null","52","null","110","81","null","null","423","null","227","null","338","124","null","null","184","null","80","null","279","130","null","null","5036","499","null","null","1073","null","230","null","2117","328","null","null","1176","289","null","null","2403","null","351","null","810","203","null","null","196","null","95","null","195","null","91","null","15711","null","99","null","129","90","null","null","30","37","null","null","103","77","null","null","250","null","107","null","117","70","null","null","194","null","106","null","339","213","null","null","205","107","null","null","4836","null","528","null","1129","null","243","null","2440","426","null","null","1613","null","280","null","2857","345","null","null","1092","null","212","null","243","null","109","null","134","73","null","null",
"0500000US37061","Duplin County, North Carolina","33770","54","null","null","16179","null","64","null","472","null","157","null","242","221","null","null","367","null","163","null","473","192","null","null","637","null","170","null","611","257","null","null","792","null","231","null","355","155","null","null","5590","450","null","null","1320","null","290","null","1996","304","null","null","1294","224","null","null","1525","null","284","null","390","126","null","null","80","null","46","null","35","null","44","null","17591","null","64","null","299","139","null","null","94","76","null","null","295","110","null","null","539","null","182","null","289","116","null","null","578","null","179","null","385","153","null","null","435","179","null","null","5105","null","482","null","1299","null","292","null","3106","432","null","null","1943","null","324","null","2265","397","null","null","837","null","196","null","76","null","53","null","46","37","null","null",
"0500000US37063","Durham County, North Carolina","221730","134","null","null","104308","null","101","null","1938","null","463","null","1055","310","null","null","2088","null","461","null","1605","367","null","null","1454","null","319","null","1496","294","null","null","1900","null","404","null","1202","314","null","null","20664","1248","null","null","4030","null","559","null","12272","1049","null","null","6017","777","null","null","25436","null","1306","null","12389","998","null","null","4827","null","645","null","5935","null","544","null","117422","null","140","null","1268","315","null","null","706","253","null","null","1593","380","null","null","986","null","264","null","999","289","null","null","1442","null","391","null","1606","450","null","null","982","250","null","null","17640","null","1275","null","4134","null","542","null","12544","1068","null","null","9639","null","1045","null","33438","1326","null","null","20764","null","1309","null","4451","null","543","null","5230","655","null","null",
"0500000US37065","Edgecombe County, North Carolina","34555","96","null","null","15378","null","92","null","239","null","96","null","86","75","null","null","187","null","80","null","537","181","null","null","456","null","164","null","559","155","null","null","729","null","223","null","175","89","null","null","6504","466","null","null","699","null","178","null","2056","359","null","null","1250","265","null","null","1261","null","252","null","457","153","null","null","158","null","106","null","25","null","29","null","19177","null","65","null","160","87","null","null","64","44","null","null","127","82","null","null","384","null","153","null","151","77","null","null","532","null","152","null","738","249","null","null","196","95","null","null","6680","null","528","null","1289","null","271","null","3220","448","null","null","1517","null","270","null","3122","404","null","null","818","null","281","null","125","null","89","null","54","66","null","null",
"0500000US37067","Forsyth County, North Carolina","255704","93","null","null","118868","null","65","null","1984","null","457","null","673","239","null","null","1323","null","325","null","2102","425","null","null","1806","null","373","null","2713","496","null","null","2463","null","451","null","2383","612","null","null","30398","1381","null","null","6596","null","691","null","17696","1146","null","null","9486","751","null","null","23977","null","1126","null","8748","622","null","null","3683","null","392","null","2837","null","380","null","136836","null","58","null","1216","240","null","null","856","234","null","null","1016","275","null","null","1429","null","373","null","1687","291","null","null","1894","null","499","null","2499","430","null","null","1397","253","null","null","33802","null","1442","null","8153","null","736","null","20858","1038","null","null","13099","null","761","null","30649","1192","null","null","13545","null","943","null","2522","null","351","null","2214","379","null","null",
"0500000US37069","Franklin County, North Carolina","47169","142","null","null","23031","null","113","null","232","null","111","null","231","151","null","null","196","null","137","null","525","208","null","null","326","null","153","null","650","223","null","null","725","null","210","null","225","130","null","null","7543","579","null","null","1817","null","381","null","3823","489","null","null","2271","423","null","null","3016","null","374","null","1050","280","null","null","183","null","128","null","218","null","124","null","24138","null","110","null","344","115","null","null","148","103","null","null","251","155","null","null","850","null","354","null","431","159","null","null","438","null","176","null","560","259","null","null","234","161","null","null","6623","null","709","null","1851","null","377","null","3472","469","null","null","2765","null","362","null","4252","585","null","null","1619","null","323","null","152","null","85","null","148","80","null","null",
"0500000US37071","Gaston County, North Carolina","156840","133","null","null","74121","null","90","null","914","null","194","null","244","109","null","null","704","null","253","null","1534","299","null","null","1710","null","297","null","2351","378","null","null","2005","null","320","null","1272","247","null","null","23452","1045","null","null","5376","null","539","null","11132","805","null","null","6848","530","null","null","11828","null","629","null","3652","354","null","null","645","null","173","null","454","null","122","null","82719","null","91","null","980","174","null","null","213","95","null","null","534","156","null","null","1245","null","256","null","2033","396","null","null","2282","null","383","null","1768","293","null","null","1075","183","null","null","23698","null","1148","null","5940","null","540","null","12605","893","null","null","10450","null","777","null","13338","683","null","null","5320","null","570","null","824","null","232","null","414","145","null","null",
"0500000US37073","Gates County, North Carolina","7719","159","null","null","3618","null","103","null","68","null","41","null","12","19","null","null","27","null","42","null","50","37","null","null","65","null","48","null","102","64","null","null","124","null","77","null","96","76","null","null","1604","233","null","null","180","null","91","null","658","211","null","null","267","103","null","null","251","null","104","null","74","53","null","null","16","null","22","null","24","null","28","null","4101","null","107","null","19","20","null","null","59","67","null","null","5","8","null","null","43","null","60","null","75","54","null","null","15","null","15","null","50","47","null","null","12","17","null","null","1569","null","235","null","447","null","133","null","783","223","null","null","542","null","119","null","256","89","null","null","214","null","91","null","12","null","16","null","0","21","null","null",
"0500000US37075","Graham County, North Carolina","5813","189","null","null","2845","null","120","null","24","null","23","null","44","59","null","null","23","null","31","null","96","60","null","null","103","null","62","null","115","78","null","null","65","null","33","null","0","19","null","null","1181","157","null","null","187","null","83","null","466","153","null","null","212","80","null","null","199","null","80","null","120","73","null","null","9","null","11","null","1","null","4","null","2968","null","111","null","0","19","null","null","6","10","null","null","35","38","null","null","79","null","44","null","205","140","null","null","83","null","47","null","93","66","null","null","44","44","null","null","910","null","147","null","163","null","87","null","525","162","null","null","367","null","123","null","311","130","null","null","122","null","81","null","7","null","11","null","18","22","null","null",
"0500000US37077","Granville County, North Carolina","43172","146","null","null","21526","null","138","null","769","null","213","null","116","66","null","null","274","null","152","null","624","262","null","null","210","null","102","null","587","191","null","null","723","null","206","null","431","201","null","null","6986","581","null","null","1419","null","262","null","2905","464","null","null","1763","384","null","null","3284","null","452","null","1147","285","null","null","169","null","100","null","119","null","82","null","21646","null","95","null","345","146","null","null","55","48","null","null","88","86","null","null","382","null","210","null","306","170","null","null","675","null","200","null","250","132","null","null","184","80","null","null","6203","null","540","null","1448","null","260","null","3632","475","null","null","2710","null","430","null","3581","408","null","null","1447","null","351","null","279","null","140","null","61","42","null","null",
"0500000US37079","Greene County, North Carolina","14564","143","null","null","8047","null","151","null","223","null","116","null","140","99","null","null","352","null","146","null","377","146","null","null","472","null","128","null","351","122","null","null","381","null","164","null","90","52","null","null","2602","304","null","null","539","null","158","null","1209","216","null","null","699","190","null","null","473","null","150","null","114","61","null","null","25","null","24","null","0","null","25","null","6517","null","74","null","104","70","null","null","51","56","null","null","129","74","null","null","82","null","51","null","102","67","null","null","116","null","64","null","199","88","null","null","90","61","null","null","2180","null","258","null","393","null","133","null","1016","156","null","null","1101","null","196","null","641","141","null","null","268","null","103","null","10","null","14","null","35","36","null","null",
"0500000US37081","Guilford County, North Carolina","358620","116","null","null","167141","null","151","null","2271","null","419","null","969","305","null","null","1807","null","480","null","1877","357","null","null","2805","null","520","null","3486","602","null","null","2520","null","397","null","2787","448","null","null","40172","1610","null","null","9859","null","913","null","24439","1542","null","null","13507","1014","null","null","39101","null","1613","null","14142","962","null","null","4071","null","418","null","3328","null","355","null","191479","null","123","null","2958","533","null","null","503","166","null","null","1438","289","null","null","1391","null","284","null","2425","456","null","null","2577","null","491","null","2597","383","null","null","2775","458","null","null","42437","null","1800","null","10394","null","763","null","29175","1519","null","null","20005","null","1161","null","46133","1778","null","null","20905","null","1313","null","3028","null","458","null","2738","497","null","null",
"0500000US37083","Halifax County, North Carolina","35073","99","null","null","16594","null","113","null","326","null","118","null","128","73","null","null","147","null","74","null","393","129","null","null","570","null","201","null","866","247","null","null","864","null","266","null","383","130","null","null","6738","503","null","null","663","null","220","null","2431","357","null","null","973","188","null","null","1444","null","291","null","404","132","null","null","193","null","95","null","71","null","57","null","18479","null","79","null","324","124","null","null","169","84","null","null","69","36","null","null","538","null","154","null","406","148","null","null","658","null","204","null","794","214","null","null","427","139","null","null","6258","null","444","null","1086","null","229","null","2815","371","null","null","1873","null","302","null","1976","282","null","null","793","null","199","null","203","null","99","null","90","65","null","null",
"0500000US37085","Harnett County, North Carolina","86972","81","null","null","42795","null","72","null","542","null","186","null","182","122","null","null","517","null","201","null","931","240","null","null","919","null","213","null","1210","243","null","null","684","null","181","null","442","154","null","null","13105","725","null","null","2390","null","314","null","8203","598","null","null","4373","437","null","null","6543","null","605","null","2035","290","null","null","419","null","190","null","300","null","88","null","44177","null","71","null","396","140","null","null","124","100","null","null","326","131","null","null","675","null","193","null","665","197","null","null","806","null","226","null","1002","251","null","null","627","220","null","null","12117","null","661","null","2899","null","361","null","7411","590","null","null","6445","null","577","null","6905","591","null","null","3192","null","365","null","336","null","115","null","251","97","null","null",
"0500000US37087","Haywood County, North Carolina","46420","154","null","null","22122","null","143","null","163","null","96","null","21","24","null","null","79","null","79","null","409","189","null","null","522","null","179","null","617","181","null","null","413","null","175","null","249","102","null","null","6915","554","null","null","1695","null","308","null","3270","440","null","null","2271","288","null","null","3413","null","461","null","1253","212","null","null","542","null","226","null","290","null","135","null","24298","null","122","null","306","141","null","null","50","37","null","null","29","29","null","null","493","null","226","null","299","116","null","null","506","null","155","null","498","201","null","null","113","56","null","null","5602","null","574","null","1729","null","288","null","3946","529","null","null","3349","null","421","null","4384","478","null","null","2487","null","438","null","223","null","92","null","284","122","null","null",
"0500000US37089","Henderson County, North Carolina","86286","242","null","null","40834","null","238","null","380","null","159","null","142","110","null","null","220","null","138","null","589","198","null","null","569","null","250","null","826","273","null","null","592","null","226","null","631","214","null","null","10299","828","null","null","2909","null","459","null","6433","557","null","null","3737","447","null","null","8627","null","497","null","3123","391","null","null","894","null","208","null","863","null","216","null","45452","null","145","null","499","173","null","null","84","62","null","null","235","125","null","null","477","null","276","null","516","221","null","null","597","null","195","null","408","150","null","null","456","160","null","null","11406","null","798","null","3163","null","428","null","7020","580","null","null","5605","null","577","null","9335","691","null","null","4392","null","392","null","909","null","218","null","350","111","null","null",
"0500000US37091","Hertford County, North Carolina","15440","84","null","null","7576","null","70","null","121","null","62","null","57","33","null","null","66","null","49","null","166","78","null","null","129","null","65","null","363","84","null","null","247","null","89","null","202","88","null","null","3134","277","null","null","648","null","156","null","947","182","null","null","449","123","null","null","495","null","125","null","352","111","null","null","72","null","59","null","128","null","62","null","7864","null","50","null","95","43","null","null","41","28","null","null","65","34","null","null","180","null","119","null","283","125","null","null","150","null","50","null","231","97","null","null","110","53","null","null","2385","null","238","null","666","null","158","null","1107","197","null","null","1080","null","154","null","867","150","null","null","489","null","129","null","50","null","26","null","65","44","null","null",
"0500000US37093","Hoke County, North Carolina","33660","133","null","null","16460","null","117","null","152","null","70","null","166","104","null","null","315","null","125","null","181","93","null","null","308","null","97","null","432","131","null","null","325","null","114","null","419","185","null","null","4847","602","null","null","1397","null","293","null","2778","402","null","null","2182","328","null","null","2245","null","347","null","519","152","null","null","130","null","66","null","64","null","49","null","17200","null","80","null","176","105","null","null","170","110","null","null","126","65","null","null","195","null","90","null","276","118","null","null","363","null","124","null","298","99","null","null","228","102","null","null","4733","null","493","null","1518","null","260","null","2910","363","null","null","2490","null","323","null","2279","335","null","null","1190","null","263","null","137","null","93","null","111","66","null","null",
"0500000US37095","Hyde County, North Carolina","3618","145","null","null","1888","null","158","null","20","null","23","null","0","13","null","null","0","null","13","null","14","19","null","null","107","null","85","null","172","125","null","null","22","null","18","null","105","92","null","null","722","162","null","null","79","null","72","null","260","124","null","null","197","117","null","null","164","null","92","null","26","30","null","null","0","null","13","null","0","null","13","null","1730","null","102","null","5","9","null","null","0","13","null","null","3","6","null","null","0","null","13","null","38","44","null","null","69","null","57","null","154","95","null","null","61","51","null","null","542","null","165","null","54","null","54","null","402","172","null","null","189","null","98","null","144","111","null","null","48","null","42","null","10","null","18","null","11","20","null","null",
"0500000US37097","Iredell County, North Carolina","127236","133","null","null","62016","null","103","null","518","null","173","null","264","120","null","null","510","null","194","null","699","179","null","null","926","null","270","null","1139","236","null","null","1136","null","260","null","659","194","null","null","17580","840","null","null","4969","null","539","null","8518","669","null","null","5400","566","null","null","13216","null","744","null","4679","480","null","null","1103","null","282","null","700","null","177","null","65220","null","78","null","606","217","null","null","177","117","null","null","290","135","null","null","840","null","227","null","804","209","null","null","1050","null","327","null","961","317","null","null","767","215","null","null","16856","null","900","null","5189","null","491","null","9416","592","null","null","7727","null","535","null","14660","731","null","null","4495","null","419","null","894","null","311","null","488","143","null","null",
